Id,C祚igo,Nombre,Categoria,Marca,Costo Base,Existencia actual,PRECIO DE VENTA DETAL,PRECIO DE Venta Mayor,fecha
207,301119,Conector Cadena 9 KMC,Repuestos,KMC,4.54,0,9.00736,7.79972,7/20/2022
208,301131,CONECTOR CADENA 11V MISSING LINK KMC,Repuestos,KMC,4.432433973,1,8.000543321,6.001515599,7/20/2022
209,301163,CONECTOR CADENA 9 VEL SL566 SILVER,Repuestos,Otras,4.500000243,1,7.006500379,5.496750297,7/20/2022
210,301206,CADENILLA HP 6 VEL 1/2X3/32 114L GRIS KMC,Repuestos,KMC,6.82,2,10.00494,8,7/20/2022
211,301221,CADENILLA 1/2 X 11/128 Z99 KMC 9 VEL,Repuestos,KMC,13.91,0,20.00258,16,7/20/2022
212,301222,CADENILLA KMC X10 VEL 1/2 X 11/128 SILVER,Repuestos,KMC,23.77333179,6,35,30,7/20/2022
213,301224,CADENILLA 1/2 *3/32 HG 9 VEL SHIMANO,Repuestos,Shimano,16.12,1,24.00509459,19.49910135,7/20/2022
214,301230,CADENILLA 7/8V KMC Z7,Repuestos,KMC,7.18,0,11.00694,8.99654,7/20/2022
215,301242,CADENILLA CN-HG40 116L 8 VEL SHIMANO,Repuestos,Shimano,10.88,0,17,14.00256,7/20/2022
216,301260,CADENILLA SHIMANO CN-HG601 11 VEL,Repuestos,Shimano,27.78,3,45.0036,38.00304,7/20/2022
217,301282,CADENILLA CN-M8100 DEORE 12 VEL SHIMANO,Repuestos,Shimano,43.62,0,65.0093027,54.99814054,7/20/2022
218,301283,CADENILLA CN-M6100 DEORE SHIMANO 12 VEL,Repuestos,Shimano,22.71,0,43.001385,30.02262,7/20/2022
219,301284,CADENILLA SHIMANO CN-HG6 11 VEL SHIMANO,Repuestos,Shimano,28.96,1,45.003,35.0004027,7/20/2022
220,302411,EJE CENTRO CARTUCHO GW-910BK ACERO NECO,Repuestos,Neco,7.04,15,13.00992,8.495872,7/20/2022
221,302416,CARTUCHO CENTRO BB-UN 26 C/TORNILLOS SHIMANO,Repuestos,Shimano,12.15,23,20.000115,15,7/20/2022
222,302426,CARTUCHO CENTRO FP-B908N,Repuestos,Shimano,8.89,0,11.00582,10.99693,7/20/2022
223,302430,CARTUCHO CENTRO BB-UN300,Repuestos,Shimano,11.23,0,20.00063,15.00328,7/20/2022
224,303213,PEDAL CARRERA CLIPLESS R540 SHIMANO,Accesorios,Shimano,41.73,0,60.00774,53.005446,7/20/2022
225,303224,CHOCLES MTB SM-SH51 P/PEDAL SHIMANO,Repuestos,Shimano,13.28,0,22.00496,16.9984,7/20/2022
226,303253,PEDAL SHIMANO PD-T421,Accesorios,Shimano,50.38,1,80.00344,70.00301,7/20/2022
227,303257,PEDAL XTR PD-M9100 W/SM SHIMANO,Accesorios,Shimano,124.86,0,184.9997838,151.0864865,7/20/2022
228,303260,PEDAL RUTA ZP-110 EN CARBON 9/16 GW,Accesorios,GW,39.83611119,0,50.00627038,45.00285482,7/20/2022
229,303261,CHOCLES PEDAL DE RUTA ZP GW,Accesorios,GW,6.85,6,12.00356757,8.495675676,7/20/2022
230,303301,PEDAL PVC BMX FP-810 NEGRO FEIMIN,Repuestos,Otras,4,2,5.00241,3.5014,7/20/2022
231,303333,PEDAL BMX/FREESTYLE ALUM FP-965 NEG,Accesorios,Otras,7.027026351,0,10.00648552,8.502701885,7/20/2022
232,303352,PEDAL MTB FP-913 ALUMINIO FEIMIN,Accesorios,Otras,7.41,0,12.00416216,8.997567568,7/20/2022
233,303353,PEDAL BMX FP-850B PLASTICO FEIMIN,Accesorios,Otras,3.41,0,5.005945946,4.001351351,7/20/2022
234,303365,PEDAL BMX/MTB FP-969,Repuestos,Otras,7.08,0,10.00594643,8.497619048,7/20/2022
235,303431,PEDAL MTB ALUMINIO JAULA,Repuestos,Otras,12.62,0,21.00469841,15.99967262,7/20/2022
236,303435,PEDAL MTB ALUM JAULA AL FP-975 NEGRO,Accesorios,Otras,14.2297303,0,18.00060883,16.49937228,7/20/2022
237,303442,PEDAL MTB CLIPLESS PD-M520 SHIMANO ,Accesorios,Shimano,33.89,0,51.0072973,42.00222162,7/20/2022
238,303442,PEDAL MTB CLIPLESS PD-M520 NAT-NEG SHIMA,Repuestos,Shimano,37.05333195,0,55,55,7/20/2022
239,303450,PEDAL MTB VP-518S ALUMINIO,Accesorios,Otras,10.74324257,1,15.00830987,13.00147216,7/20/2022
240,303454,PEDAL PD-GR500 NEGRO,Accesorios,Shimano,58.11,0,90.000768,69.999306,7/20/2022
241,303457,PEDAL MTB FP-980ZU ALUMINIO SILVER 9/16 GW,Accesorios,GW,8.23,8,15.001644,10.99528,7/20/2022
242,303459,PEDAL MTB GW ZP-101Z DOBLE FUNCION,Repuestos,Otras,31.77,0,45.002205,40.004784,7/20/2022
243,303460,PEDAL MTB ZP-109S DOBLEFUNCION ALUMINIO 9/16,Accesorios,GW,36.40277939,0,50.00285777,44.9974756,7/20/2022
244,303461,PEDAL MTB GW ZP-108,Repuestos,Otras,31.87,0,45.12792,40.003224,7/20/2022
245,303463,PEDAL MTB ZP-103S ALUMINIO GW,Accesorios,GW,39.77,1,55.00228378,48.00271622,7/20/2022
246,303464,PEDAL SHIMANO ED-EH500 SPD,Accesorios,Shimano,57.19,0,85.00601081,69.99956757,7/20/2022
247,303467,PEDAL PD-ME700 TRAIL SPD SHIMANO,Accesorios,Shimano,39.11,0,65.00082,55.004304,7/20/2022
248,304245,PACHA CASSETTE RUTA HR10 GW 28 10 VEL 11/28T,Repuestos,GW,15.24,0,25.00654054,19.99913514,7/20/2022
249,304461,PACHA MF-TZ500 -7 14-34T SHIMANO ,Repuestos,Shimano,11.58,0,15.00189,12.99855,7/20/2022
250,304465,PACHA MF-TZ500-7 14-28T SHIMANO,Repuestos,Shimano,9.851349838,1,14.00861947,12.00879545,7/20/2022
251,304516,PACHA MF-TZ500 6 VEL 14-34 SHIMANO,Repuestos,Shimano,8.81,0,13.00475676,10.50248649,7/20/2022
252,304518,PACHA MTB HR8 -40 8 VEL 11/40T GW CASSETTE,Repuestos,GW,16.51388789,0,25.00037487,20.00657518,7/20/2022
253,304518,PACHA MTB HR8 -40 8 VEL 11/40T GW CASSETTE,Repuestos,GW,16.93333237,0,25,20.5,7/20/2022
254,304519,PACHA 8V 11-42T GW HR8-42,Repuestos,Otras,17.44,0,28.00864,20.00368,7/20/2022
255,304521,PACHA CASSETTE MTB HR-9-40 - 9 VEL 11-40T,Repuestos,GW,17.28,0,25,21,7/20/2022
256,304526,PACHA MTB HR10 -42 10 VEL 11-42T GW,Repuestos,GW,20.34933368,0,30,25,7/20/2022
257,304538,PACHA CASSETTE CS-M7000 11 VEL /46T SLX,Repuestos,SLX,66.74,1,110.007542,85.000064,7/20/2022
258,304548,PACHA CASSETTE CS-M6100 - 12 DEORE 12 VEL,Repuestos,Shimano,88.33066677,0,135,135,7/20/2022
259,304549,PACHA CASSETTE CS-M5100-1 DEORE 11 VEL,Repuestos,Shimano,70.67999971,0,110,110,7/20/2022
260,304552,PACHA CASETTE CS-3M4100 10 DEORE 10 VEL 11-42,Repuestos,Shimano,46.41666575,0,65.00654038,55.00374891,7/20/2022
261,304557,PACHA 6S 14-28T JIEHAO A,Repuestos,Otras,7.41,3,11.00813514,8.501405405,7/20/2022
262,305146,RELACIONES DE 44X165 NEGRA PARA,Repuestos,Otras,6.789188351,1,10.00047444,8.201339528,7/20/2022
263,305205,BIELA IZQUIERDA ACERO PLASTIFICADA,Repuestos,Shimano,3.929730324,2,6.004627936,6.004627936,7/20/2022
264,305408,TRIPLE PLATO BIACERO PLAST C/PROT GRIS,Repuestos,Otras,8.454053027,1,13.00233356,10.204042,7/20/2022
265,305440,TRIPLE PLATO ACERO 24/34/42T BIELA ALUM,Repuestos,Otras,10.11,0,15.002229,12.00057,7/20/2022
266,305450,TRIPLE PLATO 28/38/48T,Repuestos,GW,10.92,0,25.00432432,20.00345946,7/20/2022
267,305457,TRIPLE PLATO FC-M311-L B/NEG 22X32X42T S,Repuestos,Shimano,22.86,0,35.003232,29.00934,7/20/2022
268,305468,TRIPLEP.SH.FC-TY301 24/34/42,Repuestos,Otras,14.36,0,25.00076,17.99308,7/20/2022
269,305484,TRIPLE PLATO ACERO RESINA NEGRO 28/38/48,Repuestos,Otras,8.75,1,15.00625,10.5,7/20/2022
270,305562,TRIPLE PLATO FC-M371-L 9V 44X32X22T,Repuestos,Shimano,32.40540697,1,50.00154296,43.00197505,7/20/2022
271,305648,TRIPLE PLATO SHIMANO FC-TY301 42*34*24,Repuestos,Shimano,13.56944444,0,25.00848611,20.00136111,7/20/2022
272,305649,TRIPLE PLATO SHIMANO FC 42-34-24T,Repuestos,Shimano,13.65,0,25.00432432,19.99527027,7/20/2022
273,305682,TRIPLE PLATO SHIMANO FC-TY301 48*38*28T 6/7/8,Repuestos,Shimano,14.41,8,25.00135,20.00108,7/20/2022
274,305705,CORONILLA SHIMANO FC-M40,Repuestos,Shimano,13.97,1,20.0092973,16.99812162,7/20/2022
275,305710,CORONILLA SHIMANO FC- M612 40T - AN,Repuestos,Shimano,17.39189157,0,25.00954007,21.00940501,7/20/2022
276,305715,Triplato Shimano M-2000 ALTUS,Repuestos,Shimano,25.58,0,40.00712,32.00058,7/20/2022
277,305767,DOBLE PLATO 2X9 FC-MT210-2 ALTUS 2X9 VEL,Repuestos,Shimano,34.66216216,0,50.00016892,44.00361486,7/20/2022
278,305769,CORONILLA SHIMANO FC-R7000 34T-MS 50/34T,Repuestos,Shimano,11.14864984,1,17.001691,14.50439344,7/20/2022
279,305814,BIPLATO M315-2 36-22T 2* SHIMANO,Repuestos,Shimano,18.15,1,30.00195,21.9978,7/20/2022
280,305815,Biplato Shimano FC-MT 101-2  36-22T 9 vel,Repuestos,Shimano,17.76,0,30.00552,21.99576,7/20/2022
281,305818,Triplato Shimano FC-MT101 42 -30-22T,Repuestos,Shimano,18.27,0,30.008475,21.995253,7/20/2022
282,305852,TORNILLO CORONILLA FC-M552-2/M4100-,Repuestos,Shimano,0.5,7,1,0.8,7/20/2022
283,307228,TENSOR SHIMANO RD-A070 S,Repuestos,Shimano,16.62,4,25.00479,20.00217,7/20/2022
284,307234,TENSOR RD-2000 SG 8V CLARIS,Repuestos,Shimano,23.08108157,2,35.0024602,30.00540604,7/20/2022
285,307249,TENSOR RD-4700-GS 10 VEL SHIMANO TIAGRA,Repuestos,Shimano,33.18,1,60.00603,50.00226,7/20/2022
286,307305,TENSOR RD-M370 SGS ALTUS,Repuestos,Shimano,20.78378335,1,35.00820468,30.00139127,7/20/2022
287,307308,TENSOR SHIMANO RD-TX800 7/8V TOURNEY,Repuestos,Shimano,13.68,0,18.00972,16.49808,7/20/2022
288,307405,TENSOR MTB RD-M310 8 VEL SHIMANO,Repuestos,Shimano,22.38333319,0,35.00305645,28.00154983,7/20/2022
289,307474,TENSOR SHIMANO RD-TY500 TOURNEY,Repuestos,Shimano,11.22,0,16.001964,14.00256,7/20/2022
290,307530,RODAJA RD-5700 SHIMANO ,Repuestos,Shimano,8.54,0,13.00724324,10.49632432,7/20/2022
291,307550,JUEGO COVERTORES PARA ST-9000 SHIMANO,Accesorios,Shimano,13.44594484,2,20.00756592,16.50489729,7/20/2022
292,307554,JUEGO COVERTORES PARA ST-4600 SHIMANO,Accesorios,Shimano,6.594593216,0,10.00399791,8.500430656,7/20/2022
293,307561,FUNDAS SP41 CAMBIO 4MM*50M NEGRA,Repuestos,Shimano,2.58,0,4.00029,3.4959,7/20/2022
294,307563,GUIA Y RODAJA SHIMANO RD-6800/6870,Repuestos,Shimano,11.8,0,15.0096,13.4992,7/20/2022
295,307570,GUIA Y RODAJA SHIMANO RD-M8000,Repuestos,Shimano,12.54,0,18.00744,14.49624,7/20/2022
296,307570,GUIA Y RODAJA SHIMANO RD-M8000,Repuestos,Shimano,12.04054197,2,18.00061025,15.0025153,7/20/2022
297,307572,Tensor RD-TY300 Tourney 6/7 vel,Repuestos,Shimano,10.9,0,16.0012,12.99825,7/20/2022
298,307572,TENSOR RD-TY300 TOURNEY 6/7 VEL. SHIMANO,Repuestos,Shimano,10.89333347,0,17,13,7/20/2022
299,307572,TENSOR RD-TY300 TOURNEY 6/7 VEL. SHIMANO,Repuestos,Shimano,10.89333347,0,17,17,7/20/2022
300,307574,TENSOR RD-M7000-GS SLX SHIMANO,Repuestos,Shimano,65.97,0,90.00032973,79.99882703,7/20/2022
301,307577,JUEGO COBERTORES PARA ST-3500 SHIMANO,Repuestos,Shimano,6.594593216,0,10.00399791,8.500430656,7/20/2022
302,307580,TENSOR SHIMANO RD-M2000 SGS ALTUS 9 VEL,Repuestos,Shimano,27.28,0,40.00612,33.003344,7/20/2022
303,307582,TENSOR MTB 10V DEORE SHADOW RD-M6000,Repuestos,Shimano,62.42,4,80.009956,78.000032,7/20/2022
304,307583,GUIA Y RODAJA SHIMANO RD-8800,Repuestos,Shimano,11.8,0,15.0096,13.0036,7/20/2022
305,307585,GUIA Y RODAJA SHIMANO RD -U5000 SLX,Repuestos,Shimano,9.79,0,18.00381,13.00112,7/20/2022
306,307586,JUEGO COBERTORES PARA ST-R9150 SHIMANO,Repuestos,Shimano,15.12162243,1,22.00196064,20.00590648,7/20/2022
307,307587,EXTENSION TRASERA PARA PACHA,Repuestos,Otras,4.54,6,7.00068,5.50248,7/20/2022
308,307598,JUEGO COBERTORES PARA MANILARES ST R-9100 SHIMANO,Repuestos,Shimano,12.27,0,22.00059459,15.00040541,7/20/2022
309,307601,TENSOR RD-M5120 SGS DEORE 10/11 VEL,Repuestos,Shimano,44.04054054,0,62.00908108,53.00279054,7/20/2022
310,308225,Descarrilador SHIMANO FD-A070  31 TOURNEY 2X7V,Repuestos,Shimano,13.57,0,17.00321,15.001635,7/20/2022
311,308443,DESCARRILADOR FD-TX510-6 34.9/31.8 SHIMANO,Repuestos,Shimano,9.22,0,16.00592,12.00444,7/20/2022
312,308526,DESCARRILADOR FD-M618-D DEORE 2*10VEL,Repuestos,Shimano,23.36,1,40.004,32.0032,7/20/2022
313,308598,DESCARRILADOR FD-M-3100-M (SORA),Repuestos,Shimano,18.98,0,30.0044127,23.99593651,7/20/2022
314,309248,MANILARES/ PALANCAS ST R 20 2x8 VEL SHIMANO CLARIS,Repuestos,Shimano,108.62,0,150.0064595,140.0024081,7/20/2022
315,309489,MANILARES/PALANCAS ST EF  500 3x7 VELOCIDADES,Repuestos,Shimano,19.82,0,30.00748,30.00748,7/20/2022
316,309492,MANILARES PALANCAS 3x8 VEL ST-EF,Repuestos,Shimano,27.54,0,42.006762,35.00334,7/20/2022
317,309494,MANILARES/PALANCAS ST-M310-8 SHIMANO,Repuestos,Shimano,28.45,0,43.00013243,35.0032173,7/20/2022
318,309503,PALANCAS SL-M315 7V SHIMANO,Repuestos,Shimano,22.51,0,35.00527143,27.00245857,7/20/2022
319,309536,MANILARES/PALANCAS ST EF41-7 NEGRO,Repuestos,Shimano,21.77,2,28.009282,24.495604,7/20/2022
320,309537,PALANCAS EN ALUMINIO MILLENIUM K02,Repuestos,Otras,3.9,0,6.006,4.797,7/20/2022
321,309559,PALANCA DERECHA SL-M7000 SHIMANO SLX,Repuestos,Shimano,41.46,1,65.00843243,50.00010811,7/20/2022
322,309560,PALANCAS S-M200 ALTUS 3X9 VEL SHIMANO SHIFTER,Repuestos,Shimano,30.15,0,43.00596,38.004075,7/20/2022
323,309562,PALANCAS SL-M6000 DEORE 2/3*10 VEL,Repuestos,Shimano,58.31081024,1,82.00249245,75,7/20/2022
324,309573,PALANCA DERECHA SLM7100-R SLX 12S,Repuestos,SLX,39.63466725,0,60,60,7/20/2022
325,309586,PALANCA DERECHA SL-M5100 -R DEORE 11 VEL,Repuestos,Otras,29.60000019,0,40,40,7/20/2022
326,309607,PALANCAS CAMBIO MTB 9VEL SL-00-6900,Repuestos,Shimano,12.55405532,1,20.00488716,16.50858275,7/20/2022
327,310248,CADENILLA X11SL 1/2X11/128 116L SILVER KMC 11,Repuestos,Shimano,56.92000115,3,80,80,7/20/2022
328,350019,Ultra Instant bike Tire,Repuestos,Otras,8.4472,3,12.0034712,12.0034712,7/20/2022
329,402204,PUNTILLA TRASERA ACERO 5x170 mm TAIWAN,Repuestos,Otras,3.51,7,6.0021,4.49982,7/20/2022
330,402207,EJE TRASERO CARRERAS M10,Repuestos,Otras,3.88,2,8.00056,5.00132,7/20/2022
331,402208,EJE DELANTERO CARRERAS T,Repuestos,Otras,2.33,4,5.000285714,3.000171429,7/20/2022
332,402225,EJE TRASERO 3/8 X 7 1/2 CON ESPACIADOR,Repuestos,Otras,3.116217378,12,8.008678662,5.001528892,7/20/2022
333,402226,PUNTILLA TRASERA ALUMINIO 5X170MM MILLENIUM,Repuestos,Otras,3.5,1,5,4.2,7/20/2022
334,402227,PUNTILLA DELANTERA ALUMINIO MILLENIUM,Repuestos,Otras,3.5,3,5,4.2,7/20/2022
335,402230,EJE TRASERO CARRERAS M10,Repuestos,Otras,3.6,0,8.0064,4.9968,7/20/2022
336,402245,PUNTILLA 133MM WH-R500-F ,Repuestos,Shimano,9.92,0,15.00236486,12.00189189,7/20/2022
337,402252,PUNTILLA SHIMANO WH-S500 -3D 133MM,Repuestos,Shimano,12.18918846,2,20.00245826,16.00440445,7/20/2022
338,403335,JGO MANZANA MTB ALUM GWA,Repuestos,GW,6.26,2,14.00262162,9.003472973,7/20/2022
339,403367,JGO MAZANAS GW JK-272 ALUM SPROCKET 9T,Repuestos,GW,27.73,0,35.009125,30.996594,7/20/2022
340,403390,JUEGO DE MANZANAS EN ALUMINIO GW BICICROSS,Repuestos,GW,58.22,1,90.00227027,69.99917838,7/20/2022
341,403440,MANZANA TRASERA ACERO C/ PLATEADA,Repuestos,Otras,3.44,3,8.003864865,5.004991892,7/20/2022
342,403484,MANZANA HB/FH-RM35 CENTER LOCK SHIMANO,Repuestos,Shimano,31.19,4,41.85698,37.509094,7/20/2022
343,403485,MANZANA TRASERA FH-RM35  CENTER LOCK,Repuestos,Shimano,18.24,2,25.00704,21.00336,7/20/2022
344,403490,MANZANAS HB/FH-M3050 36 H BLACK CENTER LOCK,Repuestos,Shimano,34.22,0,55.00865,42.99743,7/20/2022
345,403491,MANZANA TRASERA FH-RM66-3050   8/9V NEGRA,Repuestos,Shimano,21.65,6,35.001555,29.996075,7/20/2022
346,403499,MANZANAS HB/FH-M6000 DEORE,Repuestos,Shimano,52.77026995,0,80.01028329,70.00504011,7/20/2022
347,403541,MANZANA TRASERA FH-M410,Repuestos,Shimano,24.62,0,37.00386,29.99947,7/20/2022
348,403543,MANZANA TRASERA FH-MT410-B BOOST 32/36H,Repuestos,Shimano,29,1,45.0022,38.0045,7/20/2022
349,403550,MANZANA TRASERA FH-MT 401 32/36H QR,Repuestos,Shimano,35.03,2,55.000603,44.996035,7/20/2022
350,405103,TAMBOR PARA GUSANILLO ESTRIADO,Repuestos,Otras,1.029730703,0,1.500317634,1.500317634,7/20/2022
351,406508,PROTECTOR EN NYLON TAIWAN ROJO,Accesorios,Otras,1.3,0,2.0007,1.5041,7/20/2022
352,407211,LLANTAS 20X2.125 NEGRAS BRAND FLIP NEGRA,Repuestos,Otras,6.22,4,10.00176,7.5,7/20/2022
353,407263,LLANTA 29*2.25 BARZO RIGIDA,Repuestos,VITTORIA,15.66666781,0,26,26,7/20/2022
354,407440,LLANTA 26X1.95 H-5129 CHAOYANG,Repuestos,Otras,6.68,4,10.00664,8.00264,7/20/2022
355,407442,LLANTA 29X2.0 H-5129 27 TPI CHAOYANG,Repuestos,Chaoyang,7.09,4,12.001952,9.0043,7/20/2022
356,407442-1,"LLANTA 27,5X2.20 H-5129 27 TPI CHAOYANG",Repuestos,Chaoyang,7.09,11,12,9,7/20/2022
357,407959,LLANTA 26X1.95 H-5103 NE CHAOYANG,Repuestos,Chaoyang,6.46,0,12.00167568,9.004486486,7/20/2022
358,408220,NEUMATICO 26X1.75/1.95/2.125 D/V KYOWA,Repuestos,Otras,3.605406486,2,5.000698797,4.499547295,7/20/2022
359,408565,NEUMATICOS 700X18/23C FV CHAOYANG,Repuestos,Chaoyang,3.91,0,6.008466216,4.69625,7/20/2022
360,408584,NEUMATICO 26X1.95/2.125 V/D 40MM MOLDED,Repuestos,Otras,4.116215595,0,5.001201947,5.001201947,7/20/2022
361,408589,"Tripas 29*2,10/2,25 FV48MM CHAOYANG",Repuestos,Otras,5.5,0,6.009331349,5.503513889,7/20/2022
362,408609,TRIPA 27.5X1.75/2.10 F/V 48 MM NO MOLDE,Repuestos,Chaoyang,3.72,0,6.0078,5.49816,7/20/2022
363,408632,"Tripas 27,5*1,75/2,1 CHAOYANG",Repuestos,Chaoyang,4.9,0,7.007,6.0025,7/20/2022
364,408633,"Tripas 26*1,95/2,125 CHAOYANG",Repuestos,Chaoyang,4.9,0,5.0029,5.0029,7/20/2022
365,408645,NEUMATICO 29X1.75/2.10 A CHAOYANG,Repuestos,Chaoyang,4.21,0,6.004256757,4.997227027,7/20/2022
366,408652,NEUMATICO 700*18/23C FV-80MM CHAOYANG,Repuestos,Chaoyang,4.377028216,0,6.000905684,5.501924468,7/20/2022
367,408655,NEUMATICOS 700X28/32C FV-48MM CHAOYANG,Repuestos,Chaoyang,4.000000838,0,6.000001257,5.496001151,7/20/2022
368,409247,RIN 700C ALUMINO HLQC-G R26,Repuestos,GW,11.69,2,20.0060473,14.00364865,7/20/2022
369,409249,RIN 700 ALUM HLQX-18 NEG R25,Repuestos,GW,14.76,4,25.00532432,19.99540541,7/20/2022
370,409378,RIN ALUMINIO 29 GW M21 D,Repuestos,GW,10.59,0,20.00895135,15.00194595,7/20/2022
371,409517,"RIN 26 * 1,75 GW M30 NEGRO    S/DP2000",Repuestos,GW,9.81,2,15.0093,12.002535,7/20/2022
372,409555,"RIN 26*1,75",Repuestos,Otras,6.75,15,10.0035,7.995375,7/20/2022
373,409589,RIN 27.5 GW M30 DARK,Repuestos,GW,9.43,3,15.00313,12,7/20/2022
374,409590,RINES 29P GW M30 NEGRO S/DP2000,Repuestos,GW,11.79,16,20.00763,15.99903,7/20/2022
375,410326,RADIO 26(263) 14g NEGRO /MLS,Repuestos,GW,1.735,4,7,4,7/20/2022
376,410374,RADIOS 254MM*14G,Repuestos,GW,1.43,0,7,4,7/20/2022
377,410389,RADIOS 273MM*14G NEGRO,Repuestos,GW,1.94,0,7,4,7/20/2022
378,410390,RADIOS 275 MM*14G NEGRO 16MM GW,Repuestos,GW,2.2325,10,7.005585,3.996175,7/20/2022
379,410392,RADIOS 292 MMX 14G NEGRO + TORNILLOS,Repuestos,GW,2.06,0,7.00755,3.996975,7/20/2022
380,410393,RADIOS 294MM*14G NEGRO 16MM GW,Repuestos,GW,2.3375,16,7.0008125,4,7/20/2022
381,450709,CACHOS GIANT PLASTICOS,Accesorios,GIANT,19.35,0,30.00427027,22.99908108,7/20/2022
382,481030,Termo de Agua 50 Strong,Accesorios,Otras,10.5872,0,18.0035336,15.0020624,7/20/2022
383,493375,Bolso de Hidratacion N Spire,Accesorios,Otras,48.4879,1,65.00287874,60.00377625,7/20/2022
384,501407,JGO FRENO V-BRAKE ALUM NAT 941AE/325AE L,Repuestos,Otras,9.756755676,0,15.00589023,12.00080948,7/20/2022
